Dahili_uydu_alici,Ekran_Boyutu,Garanti_Tipi,Goruntu_Kalitesi,Goruntuleme_Teknolojisi,Smart_TV,Cozunurluk,Fiyat
0,3,10,3,2,0,6,9534.38
0,3,23,4,2,0,1,4590.0
0,4,15,0,4,0,6,22299.0
0,4,22,0,2,0,3,11599.0
0,4,12,0,2,0,6,59999.0
0,3,15,4,2,1,6,6499.0
0,3,19,4,2,1,1,3565.0
0,3,11,3,2,0,6,5686.0
0,4,16,0,2,0,6,17699.0
0,4,15,0,2,0,3,15000.0
0,1,4,0,2,0,6,29599.0
0,4,22,0,2,0,3,10135.0
0,1,7,0,1,0,3,34900.0
0,1,15,0,1,0,6,21399.0
0,1,1,0,2,0,3,24699.0
0,4,0,0,2,0,3,14899.0
0,4,15,0,1,0,6,15999.0
0,3,15,0,1,0,6,26875.58
0,4,4,0,2,0,4,11499.0
0,4,5,0,4,0,6,14999.0
0,4,17,3,1,0,3,12252.45
0,4,15,0,1,0,6,13999.0
0,4,15,0,2,0,3,19990.0
0,4,5,0,4,0,6,26839.0
0,0,15,3,2,1,2,7749.0
0,1,12,0,2,0,3,83742.0
0,3,10,3,1,0,2,5349.0
1,4,16,0,4,0,6,52500.0
0,3,15,4,2,1,6,4500.0
0,3,23,3,2,0,0,6799.0
0,4,5,0,2,0,6,13999.0
0,4,16,0,4,0,3,47149.0
0,4,15,3,1,0,6,10199.0
0,4,5,0,2,0,6,11149.0
0,4,1,0,2,0,3,13999.0
0,4,5,0,0,0,6,16999.0
0,3,15,4,2,1,1,4999.0
0,4,10,3,1,0,2,6999.0
0,1,15,0,2,0,3,37000.0
0,4,6,3,1,0,6,10399.0
0,1,16,0,2,0,3,60797.0
0,4,22,0,2,0,3,10399.0
1,3,23,3,2,1,1,2999.0
0,4,4,0,3,0,3,38849.0
0,4,15,0,2,0,6,12899.0
0,4,22,0,2,0,3,11989.0
1,3,15,3,2,1,2,2999.0
0,4,9,0,3,0,3,55000.0
0,1,5,0,4,0,6,34800.0
0,4,15,0,2,0,3,16989.0
0,4,15,0,4,0,3,38500.0
0,4,22,0,0,1,3,23800.0
0,4,13,3,2,0,2,8899.0
0,3,15,4,1,1,6,4200.0
0,1,15,0,2,0,6,22999.0
0,4,22,0,3,0,3,30750.0
0,3,15,4,2,0,1,5699.0
0,1,22,0,4,0,3,37999.0
1,3,5,4,2,0,6,9999.0
0,3,15,0,1,0,6,33556.89
0,1,16,0,2,0,3,39999.0
0,4,23,0,2,0,6,14199.0
0,4,11,3,2,0,2,7800.0
0,3,15,3,2,1,2,5000.0
0,3,19,4,2,1,1,4350.0
0,4,9,3,2,0,0,14990.0
0,1,15,0,3,0,6,108489.0
0,4,12,0,2,0,3,33999.0
0,1,22,0,2,0,3,21129.0
0,1,22,0,4,0,3,25559.0
0,4,15,0,2,0,6,12999.0
0,4,5,0,2,0,6,17998.0
0,4,1,3,2,0,6,8259.0
0,4,4,0,2,0,6,24084.0
0,4,11,3,2,0,2,7100.0
0,1,22,0,2,0,3,14999.0
0,4,16,0,2,0,3,28838.97
0,4,15,0,2,1,3,11499.0
0,1,15,0,2,0,3,28000.0
1,1,16,0,3,0,6,124990.0
0,1,6,0,1,0,3,83699.0
0,4,22,0,2,0,3,11850.0
0,4,22,0,2,0,3,12169.0
0,1,15,0,1,0,6,26210.76
0,1,16,0,4,0,3,109900.0
0,3,21,4,2,1,1,3799.0
0,4,16,0,4,0,3,35699.0
0,1,15,0,2,0,3,25000.0
0,3,15,4,2,0,6,4950.0
0,3,22,3,2,0,2,7528.0
0,4,5,0,2,0,6,14025.0
0,1,15,0,2,0,3,29997.0
0,3,4,4,2,1,1,5599.0
0,4,15,0,1,0,3,15000.0
0,1,12,0,3,0,3,80000.0
0,1,21,0,2,0,3,17000.0
1,3,15,4,1,1,6,4649.0
0,4,22,0,2,0,3,12499.0
1,1,15,0,2,0,3,59899.99
0,3,1,4,2,0,2,9350.0
1,0,15,2,2,1,6,6440.0
0,1,22,0,4,0,3,30248.0
0,3,21,4,2,0,1,4499.0
0,4,17,0,2,0,3,12899.0
0,4,15,3,2,0,3,6519.31
0,4,16,0,2,0,3,21946.0
0,4,1,4,2,1,1,7999.0
0,4,22,0,4,0,6,20999.0
0,4,1,0,2,0,3,16500.0
0,1,22,0,2,0,6,23000.0
1,1,16,0,4,0,6,88800.0
0,3,17,4,2,0,1,4399.0
0,3,15,4,2,0,6,6149.0
0,4,5,0,3,0,6,34999.0
0,1,7,0,1,0,3,36398.99
0,4,12,0,2,0,3,58000.0
0,3,4,3,2,1,2,13114.0
0,1,15,0,4,0,6,21999.0
0,4,12,0,3,0,3,49399.0
0,3,15,4,2,1,0,3555.51
0,4,4,0,2,0,3,23399.0
0,4,1,3,2,0,6,10599.0
0,3,23,3,2,0,0,5499.0
0,4,23,3,2,0,2,9500.0
0,4,16,0,2,0,3,20289.97
0,3,11,3,2,0,6,18259.0
1,4,16,0,2,1,6,85000.0
1,1,16,0,3,0,3,73176.0
0,4,19,3,2,0,6,8500.0
0,4,22,0,1,0,3,14499.0
0,4,16,0,4,0,6,53999.0
0,4,8,0,2,0,6,15500.0
0,3,23,4,2,1,0,4500.0
0,4,15,0,4,0,6,17499.0
0,4,15,3,1,0,2,7790.0
0,4,22,0,3,0,6,29999.0
0,4,15,3,2,0,6,7949.0
0,4,11,3,2,0,2,9499.0
0,3,23,4,2,1,1,4250.0
0,4,4,0,2,0,6,19080.0
0,3,15,4,2,1,1,4800.0
0,4,15,0,1,0,3,11000.0
0,4,9,3,2,0,2,24999.0
0,4,15,0,1,0,6,8799.0
0,4,5,3,2,0,6,6559.0
0,1,17,0,2,0,3,17999.0
0,1,16,0,4,0,6,83590.0
0,3,22,4,2,0,1,8399.0
0,4,22,3,2,0,2,11400.0
0,4,1,3,2,1,2,6700.0
0,3,15,3,2,0,6,6820.0
0,0,5,3,2,0,6,9489.0
0,1,22,0,2,1,3,17499.0
0,3,11,3,2,0,6,13299.0
0,4,16,0,2,0,6,16999.0
0,3,15,4,2,1,1,3949.0
0,4,5,0,0,0,6,15999.0
0,4,15,0,2,0,3,16800.0
0,1,14,0,2,0,6,31999.0
0,4,5,3,2,0,6,8299.0
0,3,4,3,2,0,6,8999.0
0,3,15,0,1,0,6,6376.1
0,3,15,3,2,1,6,12753.71
0,3,15,0,1,0,6,8439.75
0,4,15,0,2,0,3,18500.0
0,1,15,0,4,0,6,53729.0
0,4,22,0,2,0,3,13498.0
0,4,15,0,3,0,3,58000.0
0,4,5,0,2,0,6,13500.0
0,3,15,0,1,0,6,7499.0
0,1,15,0,1,0,6,40131.39
0,3,15,4,2,0,6,7699.0
0,4,20,3,2,0,6,13299.0
0,4,5,0,2,0,6,19999.0
0,4,3,0,2,0,6,11249.99
0,4,3,0,2,0,6,13434.99
0,4,5,0,2,0,6,17200.0
0,4,22,0,4,0,3,18500.0
0,4,5,0,0,0,6,13999.0
0,1,15,0,1,0,6,24999.0
0,4,5,0,2,0,6,13999.0
0,4,12,0,2,0,3,18999.0
0,4,8,0,0,0,6,18999.0
0,1,16,0,4,0,3,83290.0
0,4,0,0,2,0,3,11999.0
0,4,22,3,2,1,2,7949.0
0,3,15,4,2,0,1,7200.0
0,4,15,4,2,0,1,8999.0
0,4,15,4,2,0,1,16000.0
0,3,5,4,2,0,6,7299.0
0,4,3,3,2,0,6,10500.0
0,3,19,4,2,1,1,8599.99
0,3,22,4,2,1,1,4777.0
0,4,0,0,2,0,3,12899.0
0,4,22,3,2,0,3,17399.0
0,3,5,4,2,1,6,4199.0
0,3,8,3,2,1,2,6999.0
0,4,15,0,2,0,6,30599.0
0,1,12,0,3,0,6,89995.0
0,3,15,0,1,0,6,38112.33
0,1,9,0,2,0,3,115000.0
0,3,22,4,2,0,1,5499.0
0,1,5,0,0,0,6,3494.42
0,4,15,0,1,0,6,12300.0
0,4,15,0,4,0,6,14489.0
0,4,15,0,2,0,3,19350.0
1,1,15,0,2,1,6,90000.0
0,3,4,3,0,0,6,7882.0
0,3,5,4,2,1,6,4199.0
0,3,5,3,0,0,6,35499.0
0,1,15,0,3,0,3,82000.0
0,3,15,4,2,1,1,3399.0
0,1,14,0,2,0,3,28999.0
0,4,22,0,2,0,3,15600.0
0,3,1,4,2,1,1,5082.0
0,3,15,4,2,1,6,4899.0
0,4,8,0,0,0,6,19999.0
0,4,0,0,2,0,3,10449.0
0,3,17,4,2,0,1,5000.0
0,4,15,0,2,0,3,12499.0
0,4,23,3,2,1,6,8239.0
0,4,22,0,2,0,3,15099.0
0,3,1,3,2,1,2,8028.0
0,4,22,0,2,0,3,13622.0
0,4,22,0,2,0,3,11609.0
0,4,22,0,2,0,3,15929.0
0,4,15,0,1,0,3,16999.0
0,4,8,0,0,0,6,17999.0
0,3,8,3,0,0,6,11999.0
0,4,5,0,0,0,6,19999.0
0,4,5,0,2,0,6,9489.0
0,4,8,0,2,0,3,13498.0
0,3,23,3,2,0,0,11599.0
0,3,11,3,2,0,6,9999.0
0,4,16,0,2,0,6,19999.0
1,3,5,4,2,1,6,2900.0
0,4,15,3,2,0,6,9990.0
0,1,16,0,2,0,6,39699.0
0,1,15,0,1,0,6,32726.8
0,3,15,0,1,0,6,41149.29
0,1,9,0,3,0,6,241199.0
0,4,9,0,3,0,6,65799.0
0,4,5,3,2,0,6,11499.0
0,1,1,0,2,0,4,38799.0
0,4,12,0,2,0,3,21500.0
0,4,15,3,2,0,1,7999.0
0,4,15,3,2,0,2,7650.0
0,3,10,3,2,1,6,9446.52
0,4,15,0,2,0,6,35000.0
0,4,22,3,2,0,2,9799.0
0,4,22,0,2,0,3,9999.0
0,3,15,4,2,0,6,5799.0
0,4,13,3,2,0,2,9499.0
0,4,15,0,2,0,3,9914.76
0,4,17,0,2,1,6,18900.0
0,4,17,3,2,0,6,11550.0
0,4,22,3,2,0,2,9489.0
0,3,15,4,2,1,1,5499.0
0,1,5,0,2,0,6,17997.0
0,1,6,3,2,1,6,3138.16
0,4,1,3,2,1,2,9852.0
0,3,17,4,2,1,1,3299.0
0,4,15,0,2,0,6,22499.0
0,4,17,0,2,0,6,12375.0
1,1,23,3,2,0,6,44696.06
0,4,17,0,2,1,3,15999.0
0,4,15,0,4,0,6,43800.0
0,3,15,0,1,0,6,22016.44
0,3,5,0,2,0,6,6299.0
0,4,5,3,2,0,6,8199.0
1,3,5,3,0,1,6,3326.09
0,4,22,0,2,0,3,17800.0
0,4,8,4,0,0,6,22999.0
0,4,4,3,2,0,2,9848.0
0,4,22,0,2,0,3,9599.0
0,3,5,4,2,1,6,6637.0
1,4,5,3,0,0,6,3280.0
0,4,4,3,2,0,2,12498.0
1,4,5,3,0,0,6,3.0
1,3,15,3,2,1,6,5881.4
0,3,11,3,2,0,6,6799.0
0,3,3,3,4,0,6,6406.99
1,4,5,3,0,0,6,1100.0
0,3,18,3,2,1,0,4589.0
0,3,15,4,2,1,1,4589.0
0,3,15,3,2,0,2,6990.0
0,4,5,0,2,0,6,12998.0
0,3,15,0,1,0,6,25660.79
0,4,4,0,2,0,6,15999.0
0,1,15,0,3,0,6,51999.0
0,4,8,3,2,0,3,19999.0
0,3,5,4,2,1,6,3999.0
1,3,23,3,2,1,6,3650.0
1,3,15,3,2,1,2,2999.0
0,4,16,0,4,0,6,39900.0
0,3,5,4,2,0,1,4990.0
0,3,15,0,1,0,6,25026.03
0,1,15,0,1,0,6,43093.22
0,3,15,0,1,0,6,44186.25
0,1,4,0,2,0,3,26549.0
0,4,4,0,2,0,6,18500.0
0,4,17,0,1,0,3,18275.0
0,1,4,0,2,0,3,28999.0
0,1,17,0,2,0,6,26000.0
0,4,4,3,0,0,6,10899.0
0,4,15,3,2,0,2,9600.0
0,1,15,0,2,0,3,23500.0
0,4,15,3,2,0,3,13999.0
0,4,15,3,2,1,2,6600.0
0,3,22,4,2,1,6,4399.0
1,4,5,3,0,0,6,1660.0
0,4,5,0,0,0,6,23500.0
0,3,15,4,2,1,1,4090.0
0,4,15,4,2,1,1,6399.0
1,4,15,3,2,0,2,12000.0
0,4,15,3,2,0,2,8800.0
0,4,15,0,3,0,6,38799.0
0,1,4,0,0,0,3,30199.0
0,4,22,0,2,0,3,11999.0
0,4,15,4,2,0,6,11500.0
0,4,5,3,2,1,6,6799.0
1,3,5,3,2,1,6,4605.0
0,4,5,3,2,0,6,7500.0
1,4,15,3,2,1,6,14950.0
1,3,15,3,2,1,6,5132.96
0,4,15,3,2,0,2,7999.0
0,4,15,3,2,0,6,7700.0
0,4,5,0,0,0,6,16999.0
0,4,15,0,2,0,6,16999.0
0,4,15,0,2,0,3,17999.0
0,3,15,4,2,0,1,4899.0
0,4,15,0,2,0,6,15149.0
0,4,15,0,2,0,2,9499.0
1,4,15,3,1,1,6,8899.0
1,1,16,0,4,0,6,77999.0
0,4,12,0,2,0,6,49999.0
0,3,15,4,2,0,1,5500.0
1,4,15,0,2,0,6,11199.0
0,3,15,0,1,0,6,1352.7
0,4,22,0,4,0,6,15999.0
0,4,9,0,3,0,6,54999.0
1,1,15,0,2,1,6,56000.0
1,4,5,3,0,0,6,8322.93
1,4,5,3,2,0,6,4539.0
0,3,5,4,0,1,6,210.5
1,3,15,3,2,1,6,63209.1
0,3,7,4,2,1,6,5580.0
0,4,15,3,2,0,2,11900.0
1,4,5,3,0,0,6,6950.0
0,4,15,0,2,0,3,10599.0
0,4,15,3,2,1,6,9000.0
0,4,7,3,2,1,2,6999.0
0,4,15,0,2,0,3,14500.0
0,4,15,3,1,1,2,9616.0
0,3,5,3,2,0,6,6000.0
0,4,15,0,2,0,6,13299.0
1,4,5,0,0,0,6,16499.0
0,1,1,0,2,0,6,27899.0
0,1,16,0,4,0,3,63299.0
0,4,4,0,0,0,6,17269.0
0,4,17,0,2,0,3,12899.0
0,4,15,3,1,0,6,9789.0
0,3,22,4,2,1,1,5599.0
0,1,15,0,5,0,3,110000.0
0,4,22,0,4,0,6,16999.0
0,4,22,3,2,1,2,10499.0
